from	to	weight
301032	301129	0.007
301033	301129	0.008
301034	301129	0.002
301035	301129	0.002
301037	301129	0.004
301038	301129	0.002
301039	301129	0.003
301040	301129	0.005
301041	301129	0.005
301042	301129	0.002
301043	301129	0.002
301045	301129	0.007
301047	301129	0.001
301049	301129	0.006
301050	301129	0.002
301051	301129	0.003
301052	301129	0.002
301053	301129	0.003
301054	301129	0.004
301055	301129	0.002
301056	301129	0.001
301058	301129	0.002
301059	301129	0.007
301060	301129	0.001
301062	301129	0.002
301063	301129	0.002
301064	301129	0.011
301066	301129	0.001
301067	301129	0.009
301068	301129	0.003
301069	301129	0.004
301071	301129	0.004
301072	301129	0.002
301073	301129	0.004
301074	301129	0.008
301075	301129	0.001
301076	301129	0.002
301077	301129	0.014
301081	301129	0.002
301082	301129	0.005
301083	301129	0.002
301084	301129	0.002
301085	301129	0.003
301086	301129	0.002
301087	301129	0.002
301088	301129	0.001
301090	301129	0.001
301091	301129	0.002
301092	301129	0.002
301093	301129	0.002
301094	301129	0.06
301095	301129	0.002
301096	301129	0.002
301097	301129	0.034
301098	301129	0.015
301099	301129	0.002
301100	301129	0.002
301102	301129	0.012
301104	301129	0.002
301106	301129	0.001
301108	301129	0.002
301109	301129	0.008
301110	301129	0.002
301112	301129	0.001
301113	301129	0.002
301114	301129	0.002
301115	301129	0.004
301116	301129	0.004
301117	301129	0.123
301120	301129	0.008
301121	301129	0.003
301122	301129	0.007
301123	301129	0.062
301124	301129	0.002
301125	301129	0.002
301127	301129	0.018
301128	301129	0.007
301001	301130	0.008
301002	301130	0.008
301003	301130	0.005
301004	301130	0.004
301005	301130	0.013
301006	301130	0.003
301007	301130	0.008
301008	301130	0.017
301009	301130	0.01
301010	301130	0.015
301012	301130	0.006
301014	301130	0.013
301015	301130	0.002
301016	301130	0.004
301017	301130	0.003
301018	301130	0.012
301019	301130	0.003
301020	301130	0.026
301022	301130	0.011
301023	301130	0.008
301024	301130	0.01
301025	301130	0.009
301026	301130	0.003
301027	301130	0.005
301028	301130	0.006
301029	301130	0.007
301030	301130	0.034
301031	301130	0.003
301032	301130	0.003
301033	301130	0.003
301034	301130	0.015
301035	301130	0.019
301037	301130	0.003
301038	301130	0.022
301039	301130	0.016
301040	301130	0.005
301041	301130	0.003
301042	301130	0.018
301043	301130	0.033
301045	301130	0.003
301047	301130	0.01
301049	301130	0.004
301050	301130	0.018
301051	301130	0.011
301052	301130	0.022
301053	301130	0.009
301054	301130	0.006
301055	301130	0.009
301056	301130	0.012
301058	301130	0.016
301059	301130	0.003
301060	301130	0.015
301062	301130	0.024
301063	301130	0.019
301064	301130	0.003
301066	301130	0.012
301067	301130	0.003
301068	301130	0.012
301069	301130	0.004
301071	301130	0.005
301072	301130	0.013
301073	301130	0.006
301074	301130	0.004
301075	301130	0.011
301076	301130	0.031
301077	301130	0.003
301081	301130	0.031
301082	301130	0.006
301083	301130	0.01
301084	301130	0.043
301085	301130	0.014
301086	301130	0.017
301087	301130	0.025
301088	301130	0.008
301090	301130	0.014
301091	301130	0.024
301092	301130	0.025
301093	301130	0.018
301094	301130	0.002
301095	301130	0.013
301096	301130	0.011
301097	301130	0.002
301098	301130	0.003
301099	301130	0.02
301100	301130	0.011
301102	301130	0.003
301104	301130	0.022
301106	301130	0.009
301108	301130	0.014
301109	301130	0.004
301110	301130	0.013
301112	301130	0.012
301113	301130	0.045
301114	301130	0.017
301115	301130	0.007
301116	301130	0.008
301117	301130	0.002
301120	301130	0.004
301121	301130	0.009
301122	301130	0.005
301123	301130	0.002
301124	301130	0.006
301125	301130	0.017
301127	301130	0.003
301128	301130	0.005
301129	301130	0.002
301001	301131	0.014
301002	301131	0.011
301003	301131	0.004
301004	301131	0.003
301005	301131	0.018
301006	301131	0.002
301007	301131	0.012
301008	301131	0.03
301009	301131	0.013
301010	301131	0.05
301012	301131	0.004
301014	301131	0.069
301015	301131	0.002
301016	301131	0.003
301017	301131	0.003
301018	301131	0.007
301019	301131	0.003
301020	301131	0.018
301022	301131	0.023
301023	301131	0.009
301024	301131	0.012
301025	301131	0.009
301026	301131	0.002
301027	301131	0.004
301028	301131	0.004
301029	301131	0.007
301030	301131	0.014
301031	301131	0.002
301032	301131	0.002
301033	301131	0.002
301034	301131	0.006
301035	301131	0.018
301037	301131	0.003
301038	301131	0.016
301039	301131	0.007
301040	301131	0.004
301041	301131	0.002
301042	301131	0.01
301043	301131	0.017
301045	301131	0.002
301047	301131	0.016
301049	301131	0.003
301050	301131	0.022
301051	301131	0.012
301052	301131	0.008
301053	301131	0.005
301054	301131	0.004
301055	301131	0.005
301056	301131	0.015
301058	301131	0.019
301059	301131	0.002
301060	301131	0.015
301062	301131	0.011
301063	301131	0.01
301064	301131	0.002
301066	301131	0.011
301067	301131	0.002
301068	301131	0.007
301069	301131	0.003
301071	301131	0.003
301072	301131	0.012
301073	301131	0.004
301074	301131	0.003
301075	301131	0.012
301076	301131	0.018
301077	301131	0.002
301081	301131	0.008
301082	301131	0.004
301083	301131	0.007
301084	301131	0.011
301085	301131	0.007
301086	301131	0.017
301087	301131	0.011
301088	301131	0.041
301090	301131	0.017
301091	301131	0.018
301092	301131	0.018
301093	301131	0.027
301094	301131	0.002
301095	301131	0.039
301096	301131	0.024
301097	301131	0.002
301098	301131	0.002
301099	301131	0.018
301100	301131	0.011
301102	301131	0.002
301104	301131	0.011
301106	301131	0.033
301108	301131	0.014
301109	301131	0.003
301110	301131	0.008
301112	301131	0.011
301113	301131	0.013
301114	301131	0.008
301115	301131	0.004
301116	301131	0.005
301117	301131	0.002
301120	301131	0.003
301121	301131	0.005
301122	301131	0.003
301123	301131	0.002
301124	301131	0.005
301125	301131	0.031
301127	301131	0.002
301128	301131	0.003
301129	301131	0.002
301130	301131	0.011
301001	301133	0.006
301002	301133	0.006
301003	301133	0.007
301004	301133	0.005
301005	301133	0.013
301006	301133	0.004
301007	301133	0.006
301008	301133	0.016
301009	301133	0.007
301010	301133	0.012
301012	301133	0.008
301014	301133	0.011
301015	301133	0.003
301016	301133	0.005
301017	301133	0.004
301018	301133	0.007
301019	301133	0.004
301020	301133	0.018
301022	301133	0.008
301023	301133	0.006
301024	301133	0.007
301025	301133	0.006
301026	301133	0.004
301027	301133	0.007
301028	301133	0.008
301029	301133	0.005
301030	301133	0.014
301031	301133	0.004
301032	301133	0.004
301033	301133	0.004
301034	301133	0.013
301035	301133	0.011
301037	301133	0.004
301038	301133	0.027
301039	301133	0.023
301040	301133	0.007
301041	301133	0.004
301042	301133	0.019
301043	301133	0.021
301045	301133	0.004
301047	301133	0.007
301049	301133	0.006
301050	301133	0.021
301051	301133	0.014
301052	301133	0.011
301053	301133	0.012
301054	301133	0.008
301055	301133	0.012
301056	301133	0.008
301058	301133	0.01
301059	301133	0.004
301060	301133	0.009
301062	301133	0.011
301063	301133	0.01
301064	301133	0.003
301066	301133	0.007
301067	301133	0.004
301068	301133	0.021
301069	301133	0.004
301071	301133	0.006
301072	301133	0.009
301073	301133	0.007
301074	301133	0.004
301075	301133	0.007
301076	301133	0.022
301077	301133	0.003
301081	301133	0.029
301082	301133	0.007
301083	301133	0.006
301084	301133	0.018
301085	301133	0.022
301086	301133	0.01
301087	301133	0.103
301088	301133	0.008
301090	301133	0.009
301091	301133	0.028
301092	301133	0.023
301093	301133	0.014
301094	301133	0.002
301095	301133	0.011
301096	301133	0.01
301097	301133	0.002
301098	301133	0.003
301099	301133	0.014
301100	301133	0.008
301102	301133	0.004
301104	301133	0.067
301106	301133	0.008
301108	301133	0.01
301109	301133	0.005
301110	301133	0.01
301112	301133	0.007
301113	301133	0.023
301114	301133	0.028
301115	301133	0.009
301116	301133	0.011
301117	301133	0.002
301120	301133	0.005
301121	301133	0.014
301122	301133	0.006
301123	301133	0.003
301124	301133	0.004
301125	301133	0.012
301127	301133	0.003
301128	301133	0.006
301129	301133	0.002
301130	301133	0.023
301131	301133	0.01
301001	301134	0.019
301002	301134	0.029
301003	301134	0.003
301004	301134	0.003
301005	301134	0.009
301006	301134	0.002
301007	301134	0.02
301008	301134	0.009
301009	301134	0.033
301010	301134	0.014
301012	301134	0.003
301014	301134	0.011
301015	301134	0.002
301016	301134	0.002
301017	301134	0.002
301018	301134	0.017
301019	301134	0.002
301020	301134	0.012
301022	301134	0.018
301023	301134	0.024
301024	301134	0.028
301025	301134	0.025
301026	301134	0.002
301027	301134	0.003
301028	301134	0.003
301029	301134	0.017
301030	301134	0.016
301031	301134	0.002
301032	301134	0.002
301033	301134	0.002
301034	301134	0.006
301035	301134	0.02
301037	301134	0.002
301038	301134	0.008
301039	301134	0.006
301040	301134	0.003
301041	301134	0.002
301042	301134	0.008
301043	301134	0.013
301045	301134	0.002
301047	301134	0.027
301049	301134	0.003
301050	301134	0.01
301051	301134	0.008
301052	301134	0.011
301053	301134	0.004
301054	301134	0.003
301055	301134	0.004
301056	301134	0.026
301058	301134	0.019
301059	301134	0.002
301060	301134	0.024
301062	301134	0.016
301063	301134	0.018
301064	301134	0.002
301066	301134	0.029
301067	301134	0.002
301068	301134	0.005
301069	301134	0.002
301071	301134	0.003
301072	301134	0.021
301073	301134	0.004
301074	301134	0.002
301075	301134	0.027
301076	301134	0.011
301077	301134	0.002
301081	301134	0.008
301082	301134	0.004
301083	301134	0.017
301084	301134	0.012
301085	301134	0.005
301086	301134	0.025
301087	301134	0.007
301088	301134	0.01
301090	301134	0.022
301091	301134	0.009
301092	301134	0.009
301093	301134	0.016
301094	301134	0.002
301095	301134	0.013
301096	301134	0.013
301097	301134	0.002
301098	301134	0.002
301099	301134	0.018
301100	301134	0.025
301102	301134	0.002
301104	301134	0.007
301106	301134	0.012
301108	301134	0.023
301109	301134	0.003
301110	301134	0.01
301112	301134	0.029
301113	301134	0.01
301114	301134	0.006
301115	301134	0.004
301116	301134	0.004
301117	301134	0.002
301120	301134	0.003
301121	301134	0.004
301122	301134	0.003
301123	301134	0.002
301124	301134	0.013
301125	301134	0.014
301127	301134	0.002
301128	301134	0.003
301129	301134	0.002
301130	301134	0.011
301131	301134	0.011
301133	301134	0.007
301001	301135	0.01
301002	301135	0.013
301003	301135	0.003
301004	301135	0.003
301005	301135	0.007
301006	301135	0.002
301007	301135	0.011
301008	301135	0.007
301009	301135	0.014
301010	301135	0.009
301012	301135	0.004
301014	301135	0.008
301015	301135	0.002
301016	301135	0.003
301017	301135	0.002
301018	301135	0.086
301019	301135	0.003
301020	301135	0.01
301022	301135	0.01
301023	301135	0.017
301024	301135	0.016
301025	301135	0.021
301026	301135	0.002
301027	301135	0.003
301028	301135	0.004
301029	301135	0.016
301030	301135	0.015
301031	301135	0.002
301032	301135	0.002
301033	301135	0.002
301034	301135	0.008
301035	301135	0.014
301037	301135	0.002
301038	301135	0.007
301039	301135	0.006
301040	301135	0.003
301041	301135	0.002
301042	301135	0.009
301043	301135	0.01
301045	301135	0.002
301047	301135	0.012
301049	301135	0.003
301050	301135	0.007
301051	301135	0.006
301052	301135	0.019
301053	301135	0.005
301054	301135	0.004
301055	301135	0.005
301056	301135	0.015
301058	301135	0.013
301059	301135	0.002
301060	301135	0.016
301062	301135	0.021
301063	301135	0.026
301064	301135	0.002
301066	301135	0.022
301067	301135	0.002
301068	301135	0.005
301069	301135	0.003
301071	301135	0.003
301072	301135	0.017
301073	301135	0.004
301074	301135	0.003
301075	301135	0.018
301076	301135	0.01
301077	301135	0.002
301081	301135	0.009
301082	301135	0.004
301083	301135	0.039
301084	301135	0.013
301085	301135	0.006
301086	301135	0.015
301087	301135	0.007
301088	301135	0.006
301090	301135	0.014
301091	301135	0.008
301092	301135	0.008
301093	301135	0.01
301094	301135	0.002
301095	301135	0.008
301096	301135	0.007
301097	301135	0.002
301098	301135	0.002
301099	301135	0.011
301100	301135	0.016
301102	301135	0.002
301104	301135	0.007
301106	301135	0.007
301108	301135	0.014
301109	301135	0.003
301110	301135	0.012
301112	301135	0.021
301113	301135	0.01
301114	301135	0.006
301115	301135	0.004
301116	301135	0.004
301117	301135	0.002
301120	301135	0.003
301121	301135	0.005
301122	301135	0.003
301123	301135	0.002
301124	301135	0.025
301125	301135	0.01
301127	301135	0.002
301128	301135	0.003
301129	301135	0.002
301130	301135	0.011
301131	301135	0.007
301133	301135	0.007
301134	301135	0.018
301001	301136	0.001
301002	301136	0.001
301003	301136	0.004
301004	301136	0.005
301005	301136	0.002
301006	301136	0.011
301007	301136	0.001
301008	301136	0.002
301009	301136	0.001
301010	301136	0.002
301012	301136	0.005
301014	301136	0.002
301015	301136	0.053
301016	301136	0.004
301017	301136	0.005
301018	301136	0.002
301019	301136	0.007
301020	301136	0.002
301022	301136	0.001
301023	301136	0.001
301024	301136	0.001
301025	301136	0.001
301026	301136	0.007
301027	301136	0.003
301028	301136	0.004
301029	301136	0.001
301030	301136	0.002
301031	301136	0.005
301032	301136	0.007
301033	301136	0.009
301034	301136	0.002
301035	301136	0.002
301037	301136	0.004
301038	301136	0.002
301039	301136	0.003
301040	301136	0.005
301041	301136	0.005
301042	301136	0.002
301043	301136	0.002
301045	301136	0.007
301047	301136	0.001
301049	301136	0.006
301050	301136	0.002
301051	301136	0.003
301052	301136	0.002
301053	301136	0.003
301054	301136	0.004
301055	301136	0.002
301056	301136	0.001
301058	301136	0.002
301059	301136	0.007
301060	301136	0.001
301062	301136	0.002
301063	301136	0.002
301064	301136	0.012
301066	301136	0.001
301067	301136	0.009
301068	301136	0.003
301069	301136	0.004
301071	301136	0.004
301072	301136	0.002
301073	301136	0.004
301074	301136	0.008
301075	301136	0.001
301076	301136	0.002
301077	301136	0.013
301081	301136	0.002
301082	301136	0.005
301083	301136	0.002
301084	301136	0.002
301085	301136	0.003
301086	301136	0.002
301087	301136	0.002
301088	301136	0.001
301090	301136	0.001
301091	301136	0.002
301092	301136	0.002
301093	301136	0.002
301094	301136	0.109
301095	301136	0.002
301096	301136	0.002
301097	301136	0.046
301098	301136	0.015
301099	301136	0.002
301100	301136	0.002
301102	301136	0.012
301104	301136	0.002
301106	301136	0.001
301108	301136	0.002
301109	301136	0.008
301110	301136	0.002
301112	301136	0.001
301113	301136	0.002
301114	301136	0.002
301115	301136	0.004
301116	301136	0.004
301117	301136	1
301120	301136	0.008
301121	301136	0.003
301122	301136	0.007
301123	301136	0.099
301124	301136	0.002
301125	301136	0.002
301127	301136	0.018
301128	301136	0.007
301129	301136	0.141
301130	301136	0.002
301131	301136	0.002
301133	301136	0.002
301134	301136	0.002
301135	301136	0.002
301001	301138	0.032
301002	301138	0.042
301003	301138	0.003
301004	301138	0.003
301005	301138	0.011
301006	301138	0.002
301007	301138	0.031
301008	301138	0.011
301009	301138	0.053
301010	301138	0.019
301012	301138	0.003
301014	301138	0.015
301015	301138	0.002
301016	301138	0.002
301017	301138	0.002
301018	301138	0.012
301019	301138	0.002
301020	301138	0.013
301022	301138	0.028
301023	301138	0.022
301024	301138	0.033
301025	301138	0.021
301026	301138	0.002
301027	301138	0.003
301028	301138	0.003
301029	301138	0.015
301030	301138	0.015
301031	301138	0.002
301032	301138	0.002
301033	301138	0.002
301034	301138	0.005
301035	301138	0.021
301037	301138	0.002
301038	301138	0.009
301039	301138	0.005
301040	301138	0.003
301041	301138	0.002
301042	301138	0.008
301043	301138	0.013
301045	301138	0.002
301047	301138	0.056
301049	301138	0.003
301050	301138	0.011
301051	301138	0.008
301052	301138	0.009
301053	301138	0.004
301054	301138	0.003
301055	301138	0.004
301056	301138	0.033
301058	301138	0.022
301059	301138	0.002
301060	301138	0.026
301062	301138	0.014
301063	301138	0.015
301064	301138	0.002
301066	301138	0.025
301067	301138	0.002
301068	301138	0.005
301069	301138	0.002
301071	301138	0.003
301072	301138	0.021
301073	301138	0.003
301074	301138	0.002
301075	301138	0.027
301076	301138	0.012
301077	301138	0.002
301081	301138	0.007
301082	301138	0.003
301083	301138	0.013
301084	301138	0.011
301085	301138	0.005
301086	301138	0.028
301087	301138	0.007
301088	301138	0.014
301090	301138	0.028
301091	301138	0.01
301092	301138	0.01
301093	301138	0.019
301094	301138	0.001
301095	301138	0.017
301096	301138	0.017
301097	301138	0.001
301098	301138	0.002
301099	301138	0.019
301100	301138	0.024
301102	301138	0.002
301104	301138	0.007
301106	301138	0.018
301108	301138	0.023
301109	301138	0.003
301110	301138	0.009
301112	301138	0.025
301113	301138	0.01
301114	301138	0.006
301115	301138	0.003
301116	301138	0.004
301117	301138	0.001
301120	301138	0.003
301121	301138	0.004
301122	301138	0.003
301123	301138	0.002
301124	301138	0.01
301125	301138	0.017
301127	301138	0.002
301128	301138	0.003
301129	301138	0.001
301130	301138	0.01
301131	301138	0.014
301133	301138	0.007
301134	301138	0.042
301135	301138	0.012
301136	301138	0.001
301001	301139	0.001
301002	301139	0.001
301003	301139	0.004
301004	301139	0.005
301005	301139	0.002
301006	301139	0.011
301007	301139	0.001
301008	301139	0.002
301009	301139	0.001
301010	301139	0.002
301012	301139	0.005
301014	301139	0.002
301015	301139	0.043
301016	301139	0.004
301017	301139	0.005
301018	301139	0.002
301019	301139	0.007
301020	301139	0.002
301022	301139	0.001
301023	301139	0.001
301024	301139	0.001
301025	301139	0.001
301026	301139	0.007
301027	301139	0.003
301028	301139	0.004
301029	301139	0.001
301030	301139	0.002
301031	301139	0.005
301032	301139	0.007
301033	301139	0.008
301034	301139	0.002
301035	301139	0.002
301037	301139	0.004
301038	301139	0.002
301039	301139	0.003
301040	301139	0.005
301041	301139	0.005
301042	301139	0.002
301043	301139	0.002
301045	301139	0.007
301047	301139	0.001
301049	301139	0.006
301050	301139	0.002
301051	301139	0.003
301052	301139	0.002
301053	301139	0.003
301054	301139	0.004
301055	301139	0.002
301056	301139	0.001
301058	301139	0.002
301059	301139	0.007
301060	301139	0.001
301062	301139	0.002
301063	301139	0.002
301064	301139	0.011
301066	301139	0.001
301067	301139	0.009
301068	301139	0.003
301069	301139	0.004
301071	301139	0.004
301072	301139	0.002
301073	301139	0.004
301074	301139	0.008
301075	301139	0.001
301076	301139	0.002
301077	301139	0.014
301081	301139	0.002
301082	301139	0.005
301083	301139	0.002
301084	301139	0.002
301085	301139	0.003
301086	301139	0.002
301087	301139	0.002
301088	301139	0.001
301090	301139	0.001
301091	301139	0.002
301092	301139	0.002
301093	301139	0.002
301094	301139	0.06
301095	301139	0.002
301096	301139	0.002
301097	301139	0.034
301098	301139	0.015
301099	301139	0.002
301100	301139	0.002
301102	301139	0.012
301104	301139	0.002
301106	301139	0.001
301108	301139	0.002
301109	301139	0.008
301110	301139	0.002
301112	301139	0.001
301113	301139	0.002
301114	301139	0.002
301115	301139	0.004
301116	301139	0.004
301117	301139	0.123
301120	301139	0.008
301121	301139	0.003
301122	301139	0.007
301123	301139	0.062
301124	301139	0.002
301125	301139	0.002
301127	301139	0.018
301128	301139	0.007
301130	301139	0.002
301131	301139	0.002
301133	301139	0.002
301134	301139	0.002
301135	301139	0.002
301136	301139	0.141
301138	301139	0.001
301001	301140	0.008
301002	301140	0.008
301003	301140	0.005
301004	301140	0.004
301005	301140	0.018
301006	301140	0.003
301007	301140	0.008
301008	301140	0.04
301009	301140	0.01
301010	301140	0.022
301012	301140	0.005
301014	301140	0.02
301015	301140	0.002
301016	301140	0.004
301017	301140	0.003
301018	301140	0.008
301019	301140	0.003
301020	301140	0.027
301022	301140	0.013
301023	301140	0.007
301024	301140	0.009
301025	301140	0.007
301026	301140	0.003
301027	301140	0.005
301028	301140	0.006
301029	301140	0.006
301030	301140	0.02
301031	301140	0.003
301032	301140	0.003
301033	301140	0.003
301034	301140	0.009
301035	301140	0.018
301037	301140	0.003
301038	301140	0.038
301039	301140	0.012
301040	301140	0.005
301041	301140	0.003
301042	301140	0.015
301043	301140	0.032
301045	301140	0.003
301047	301140	0.011
301049	301140	0.004
301050	301140	0.038
301051	301140	0.014
301052	301140	0.011
301053	301140	0.008
301054	301140	0.006
301055	301140	0.008
301056	301140	0.011
301058	301140	0.016
301059	301140	0.003
301060	301140	0.013
301062	301140	0.013
301063	301140	0.012
301064	301140	0.003
301066	301140	0.009
301067	301140	0.003
301068	301140	0.011
301069	301140	0.003
301071	301140	0.004
301072	301140	0.011
301073	301140	0.005
301074	301140	0.003
301075	301140	0.01
301076	301140	0.043
301077	301140	0.003
301081	301140	0.017
301082	301140	0.005
301083	301140	0.007
301084	301140	0.02
301085	301140	0.012
301086	301140	0.015
301087	301140	0.031
301088	301140	0.012
301090	301140	0.013
301091	301140	0.082
301092	301140	0.043
301093	301140	0.024
301094	301140	0.002
301095	301140	0.019
301096	301140	0.015
301097	301140	0.002
301098	301140	0.002
301099	301140	0.021
301100	301140	0.01
301102	301140	0.003
301104	301140	0.024
301106	301140	0.012
301108	301140	0.012
301109	301140	0.004
301110	301140	0.009
301112	301140	0.01
301113	301140	0.026
301114	301140	0.015
301115	301140	0.006
301116	301140	0.007
301117	301140	0.002
301120	301140	0.004
301121	301140	0.008
301122	301140	0.005
301123	301140	0.002
301124	301140	0.005
301125	301140	0.023
301127	301140	0.002
301128	301140	0.005
301129	301140	0.002
301130	301140	0.024
301131	301140	0.019
301133	301140	0.026
301134	301140	0.009
301135	301140	0.008
301136	301140	0.002
301138	301140	0.01
301139	301140	0.002
301001	301141	0.012
301002	301141	0.012
301003	301141	0.004
301004	301141	0.003
301005	301141	0.013
301006	301141	0.003
301007	301141	0.011
301008	301141	0.015
301009	301141	0.015
301010	301141	0.026
301012	301141	0.004
301014	301141	0.016
301015	301141	0.002
301016	301141	0.003
301017	301141	0.003
301018	301141	0.01
301019	301141	0.003
301020	301141	0.018
301022	301141	0.016
301023	301141	0.01
301024	301141	0.013
301025	301141	0.01
301026	301141	0.003
301027	301141	0.004
301028	301141	0.004
301029	301141	0.008
301030	301141	0.018
301031	301141	0.003
301032	301141	0.003
301033	301141	0.003
301034	301141	0.007
301035	301141	0.02
301037	301141	0.003
301038	301141	0.012
301039	301141	0.008
301040	301141	0.004
301041	301141	0.003
301042	301141	0.01
301043	301141	0.027
301045	301141	0.003
301047	301141	0.017
301049	301141	0.004
301050	301141	0.022
301051	301141	0.013
301052	301141	0.01
301053	301141	0.005
301054	301141	0.004
301055	301141	0.005
301056	301141	0.015
301058	301141	0.018
301059	301141	0.003
301060	301141	0.016
301062	301141	0.013
301063	301141	0.013
301064	301141	0.002
301066	301141	0.013
301067	301141	0.003
301068	301141	0.007
301069	301141	0.003
301071	301141	0.003
301072	301141	0.014
301073	301141	0.004
301074	301141	0.003
301075	301141	0.013
301076	301141	0.017
301077	301141	0.002
301081	301141	0.011
301082	301141	0.005
301083	301141	0.009
301084	301141	0.014
301085	301141	0.008
301086	301141	0.02
301087	301141	0.012
301088	301141	0.013
301090	301141	0.016
301091	301141	0.015
301092	301141	0.014
301093	301141	0.035
301094	301141	0.002
301095	301141	0.02
301096	301141	0.038
301097	301141	0.002
301098	301141	0.002
301099	301141	0.034
301100	301141	0.014
301102	301141	0.003
301104	301141	0.011
301106	301141	0.014
301108	301141	0.018
301109	301141	0.004
301110	301141	0.009
301112	301141	0.013
301113	301141	0.013
301114	301141	0.008
301115	301141	0.005
301116	301141	0.006
301117	301141	0.002
301120	301141	0.004
301121	301141	0.006
301122	301141	0.004
301123	301141	0.002
301124	301141	0.006
301125	301141	0.019
301127	301141	0.002
301128	301141	0.004
301129	301141	0.002
301130	301141	0.015
301131	301141	0.017
301133	301141	0.012
301134	301141	0.017
301135	301141	0.01
301136	301141	0.002
301138	301141	0.019
301139	301141	0.002
301140	301141	0.017
301001	301142	0.036
301002	301142	0.104
301003	301142	0.003
301004	301142	0.002
301005	301142	0.009
301006	301142	0.002
301007	301142	0.042
301008	301142	0.009
301009	301142	0.079
301010	301142	0.014
301012	301142	0.003
301014	301142	0.012
301015	301142	0.001
301016	301142	0.002
301017	301142	0.002
301018	301142	0.014
301019	301142	0.002
301020	301142	0.011
301022	301142	0.023
301023	301142	0.038
301024	301142	0.052
301025	301142	0.033
301026	301142	0.002
301027	301142	0.003
301028	301142	0.003
301029	301142	0.021
301030	301142	0.014
301031	301142	0.002
301032	301142	0.002
301033	301142	0.002
301034	301142	0.005
301035	301142	0.018
301037	301142	0.002
301038	301142	0.008
301039	301142	0.005
301040	301142	0.003
301041	301142	0.002
301042	301142	0.008
301043	301142	0.011
301045	301142	0.002
301047	301142	0.04
301049	301142	0.003
301050	301142	0.009
301051	301142	0.007
301052	301142	0.009
301053	301142	0.004
301054	301142	0.003
301055	301142	0.004
301056	301142	0.035
301058	301142	0.019
301059	301142	0.002
301060	301142	0.026
301062	301142	0.014
301063	301142	0.015
301064	301142	0.002
301066	301142	0.033
301067	301142	0.002
301068	301142	0.005
301069	301142	0.002
301071	301142	0.003
301072	301142	0.022
301073	301142	0.003
301074	301142	0.002
301075	301142	0.034
301076	301142	0.01
301077	301142	0.002
301081	301142	0.007
301082	301142	0.003
301083	301142	0.015
301084	301142	0.01
301085	301142	0.005
301086	301142	0.023
301087	301142	0.006
301088	301142	0.011
301090	301142	0.026
301091	301142	0.008
301092	301142	0.009
301093	301142	0.014
301094	301142	0.001
301095	301142	0.013
301096	301142	0.012
301097	301142	0.001
301098	301142	0.002
301099	301142	0.015
301100	301142	0.026
301102	301142	0.002
301104	301142	0.006
301106	301142	0.015
301108	301142	0.021
301109	301142	0.002
301110	301142	0.009
301112	301142	0.035
301113	301142	0.009
301114	301142	0.005
301115	301142	0.003
301116	301142	0.004
301117	301142	0.001
301120	301142	0.002
301121	301142	0.004
301122	301142	0.003
301123	301142	0.001
301124	301142	0.013
301125	301142	0.014
301127	301142	0.002
301128	301142	0.003
301129	301142	0.001
301130	301142	0.009
301131	301142	0.011
301133	301142	0.006
301134	301142	0.041
301135	301142	0.014
301136	301142	0.001
301138	301142	0.053
301139	301142	0.001
301140	301142	0.008
301141	301142	0.014
301001	301143	0.002
301002	301143	0.002
301003	301143	0.008
301004	301143	0.009
301005	301143	0.004
301006	301143	0.016
301007	301143	0.002
301008	301143	0.003
301009	301143	0.002
301010	301143	0.003
301012	301143	0.01
301014	301143	0.003
301015	301143	0.012
301016	301143	0.007
301017	301143	0.008
301018	301143	0.003
301019	301143	0.012
301020	301143	0.004
301022	301143	0.003
301023	301143	0.002
301024	301143	0.002
301025	301143	0.002
301026	301143	0.012
301027	301143	0.007
301028	301143	0.008
301029	301143	0.002
301030	301143	0.003
301031	301143	0.008
301032	301143	0.01
301033	301143	0.012
301034	301143	0.004
301035	301143	0.003
301037	301143	0.006
301038	301143	0.004
301039	301143	0.006
301040	301143	0.01
301041	301143	0.008
301042	301143	0.005
301043	301143	0.004
301045	301143	0.01
301047	301143	0.002
301049	301143	0.014
301050	301143	0.004
301051	301143	0.005
301052	301143	0.003
301053	301143	0.005
301054	301143	0.008
301055	301143	0.005
301056	301143	0.003
301058	301143	0.003
301059	301143	0.012
301060	301143	0.003
301062	301143	0.003
301063	301143	0.003
301064	301143	0.012
301066	301143	0.002
301067	301143	0.013
301068	301143	0.006
301069	301143	0.007
301071	301143	0.007
301072	301143	0.003
301073	301143	0.007
301074	301143	0.016
301075	301143	0.003
301076	301143	0.004
301077	301143	0.015
301081	301143	0.005
301082	301143	0.01
301083	301143	0.003
301084	301143	0.004
301085	301143	0.005
301086	301143	0.003
301087	301143	0.005
301088	301143	0.002
301090	301143	0.003
301091	301143	0.004
301092	301143	0.004
301093	301143	0.003
301094	301143	0.01
301095	301143	0.003
301096	301143	0.003
301097	301143	0.01
301098	301143	0.015
301099	301143	0.004
301100	301143	0.003
301102	301143	0.02
301104	301143	0.005
301106	301143	0.002
301108	301143	0.003
301109	301143	0.028
301110	301143	0.004
301112	301143	0.002
301113	301143	0.004
301114	301143	0.004
301115	301143	0.009
301116	301143	0.01
301117	301143	0.011
301120	301143	0.041
301121	301143	0.007
301122	301143	0.027
301123	301143	0.011
301124	301143	0.002
